email_text,label,template_id
"Subject: Your package could not be delivered - Bank of America action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://192.168.44.201/verify

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Flash Sale - 24 hours only!

Hi David,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://amazon.com/sale before it's gone. Don't miss out!

Amazon Marketing Team",legitimate,legit_hard_2
"Subject: Verify your new sign-in

Hi Karthik,

We noticed a sign-in to your Netflix account from a new device just now. If this was you, no action is needed. If not, please reset your password immediately at https://netflix.com/security.

Netflix Account Security",legitimate,legit_hard_0
"Subject: Invoice attached - please review

Hi Meera,

Please review the attached invoice and process payment by Tuesday. Let me know if you have any questions about the amount. You can also view it directly here: http://account-bankofamerica.top

Regards,
Accounts Team",phishing,phish_hard_2
"Subject: Welcome to the team!

Hi Arjun,

Welcome aboard! We're excited to have you join the team starting Thursday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Divya",legitimate,legit_easy_5
"Subject: Catching up - coffee next week?

Hi Karthik,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Monday around 3 PM work for you?

Talk soon,
Meera",legitimate,legit_easy_2
"Subject: Your monthly statement is ready

Hello,

Your November account statement is now available at https://hdfcbank.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Security Alert: Unusual sign-in activity on your Google account

Hello,

This is an automated security alert from Google. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://goo.gl/aB3xYz

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Meeting reminder: Project sync at 3 PM tomorrow

Hi team,

Just a reminder that we have our project sync scheduled for 4:30 PM on Monday in the 4th floor room. Please review the attached agenda beforehand and come prepared with your status updates.

Thanks,
Anjali",legitimate,legit_easy_0
"Subject: Your package could not be delivered - LinkedIn action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://goo.gl/aB3xYz

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Urgent: Your Netflix account has been suspended

Dear Customer,

We detected unusual activity on your Netflix account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://login-netflix-support.info

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Netflix Security Team",phishing,phish_easy_0
"Subject: Your weekly newsletter from Bank of America

Hello,

Thank you for subscribing to our newsletter. This May we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://bankofamerica.com/preferences at any time.

Best,
The Bank of America Team",legitimate,legit_easy_9
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Thursday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 10 AM.

Thanks,
David",legitimate,legit_easy_8
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Wednesday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 10 AM.

Thanks,
James",legitimate,legit_easy_8
"Subject: Action Required: Verify your Apple ID account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your Apple ID password will expire today. Click here to update your password now and avoid losing access: http://account-appleid.top

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

Apple ID Support",phishing,phish_easy_1
"Subject: Action needed: confirm your enrollment

Dear Anjali,

Please verify your enrollment for this semester by confirming your details at https://crescentweekly.com/portal by Thursday. This is required to keep your registration active.

Registrar's Office",legitimate,legit_hard_3
"Subject: Shared document: Q3 Budget.xlsx

Emma shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://login-hdfcbank-support.info

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Re: Outstanding balance

Hi Arjun,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://bit.ly/3xK9zQw

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Your monthly statement is ready

Hello,

Your July account statement is now available at https://netflix.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Welcome to the team!

Hi Priya,

Welcome aboard! We're excited to have you join the team starting Thursday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Sarah",legitimate,legit_easy_5
"Subject: Your weekly newsletter from HDFC Bank

Hello,

Thank you for subscribing to our newsletter. This October we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://hdfcbank.com/preferences at any time.

Best,
The HDFC Bank Team",legitimate,legit_easy_9
"Subject: Following up on our call

Hi James,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://instagram-account-update.net

Thanks,
Karthik",phishing,phish_hard_4
"Subject: Payment Failed - Update your Microsoft 365 billing information now

Dear user,

We were unable to process your recent payment. Your Microsoft 365 account is now on hold. Please update your billing details immediately at http://microsoft365-account-update.net to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Payment Failed - Update your Microsoft 365 billing information now

Dear user,

We were unable to process your recent payment. Your Microsoft 365 account is now on hold. Please update your billing details immediately at http://microsoft365.com.verify-secure-login.ru to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Thursday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 3 PM.

Thanks,
Anjali",legitimate,legit_easy_8
"Subject: Catching up - coffee next week?

Hi David,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Tuesday around 11:30 AM work for you?

Talk soon,
Arjun",legitimate,legit_easy_2
"Subject: Photos from the weekend trip

Hi Meera,

Attached are the photos from our trip last weekend. It was so much fun, we should plan another one soon! Let me know which ones you'd like printed.

Best,
Emma",legitimate,legit_easy_7
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Thursday

Let me know if I missed anything.

Cheers,
Sarah",legitimate,legit_easy_3
"Subject: Welcome to the team!

Hi Rahul,

Welcome aboard! We're excited to have you join the team starting Friday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
James",legitimate,legit_easy_5
"Subject: Reminder: Submit your timesheet by Friday

Dear Rahul,

This is a friendly reminder to submit your timesheet for this week by end of day Monday. You can log in to the HR portal at https://appleid.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Final Notice: Facebook account limited due to suspicious activity

ATTENTION: Your Facebook account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://login-facebook-support.info - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Security Alert: Unusual sign-in activity on your Chase Bank account

Hello,

This is an automated security alert from Chase Bank. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://chasebank-account-update.net

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Re: Outstanding balance

Hi Meera,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://tinyurl.com/verify-now-2024

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Final Notice: DHL account limited due to suspicious activity

ATTENTION: Your DHL account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://tinyurl.com/verify-now-2024 - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Payment Failed - Update your Bank of America billing information now

Dear user,

We were unable to process your recent payment. Your Bank of America account is now on hold. Please update your billing details immediately at http://login-bankofamerica-support.info to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Following up on our call

Hi Michael,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://secure-chasebank-verify.com

Thanks,
Arjun",phishing,phish_hard_4
"Subject: Urgent: Your ICICI Bank account has been suspended

Dear Customer,

We detected unusual activity on your ICICI Bank account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://account-icicibank.top

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
ICICI Bank Security Team",phishing,phish_easy_0
"Subject: Your payment could not be processed

Hi Michael,

We were unable to process your last payment. To avoid any interruption to your account, please update your payment method at https://hdfcbank.com/billing at your earliest convenience.

HDFC Bank Billing Team",legitimate,legit_hard_4
"Subject: Congratulations! You have won a Bank of America gift card

Congratulations!!! You have been selected to receive a $500 Bank of America gift card. Claim your prize now before it expires: http://192.168.44.201/verify

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Congratulations! You have won a HDFC Bank gift card

Congratulations!!! You have been selected to receive a $500 HDFC Bank gift card. Claim your prize now before it expires: http://tinyurl.com/verify-now-2024

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Reminder: Submit your timesheet by Friday

Dear Anjali,

This is a friendly reminder to submit your timesheet for this week by end of day Friday. You can log in to the HR portal at https://microsoft365.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Your weekly newsletter from Netflix

Hello,

Thank you for subscribing to our newsletter. This August we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://netflix.com/preferences at any time.

Best,
The Netflix Team",legitimate,legit_easy_9
"Subject: Password expiring soon

Hello Priya,

Your company password will expire in 3 days. Please update it at https://intranet.chasebank.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Welcome to the team!

Hi Emma,

Welcome aboard! We're excited to have you join the team starting Monday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Meera",legitimate,legit_easy_5
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Friday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 4:30 PM.

Thanks,
James",legitimate,legit_easy_8
"Subject: Urgent: Your Amazon account has been suspended

Dear Customer,

We detected unusual activity on your Amazon account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://amazonsecurity-check.xyz

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Amazon Security Team",phishing,phish_easy_0
"Subject: Your monthly statement is ready

Hello,

Your June account statement is now available at https://linkedin.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Payment Failed - Update your Chase Bank billing information now

Dear user,

We were unable to process your recent payment. Your Chase Bank account is now on hold. Please update your billing details immediately at http://goo.gl/aB3xYz to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Receipt for your recent order

Hello,

Thanks for your order! Your receipt is attached below. Your order #649857 will be shipped within 3-5 business days. You can track your shipment at https://icicibank.com/orders/649857 at any time.

Best,
Customer Service",legitimate,legit_easy_1
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Thursday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 11:30 AM.

Thanks,
Michael",legitimate,legit_easy_8
"Subject: Congratulations! You have won a HDFC Bank gift card

Congratulations!!! You have been selected to receive a $500 HDFC Bank gift card. Claim your prize now before it expires: http://192.168.44.201/verify

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Verify your new sign-in

Hi Karthik,

We noticed a sign-in to your Acme Corp account from a new device just now. If this was you, no action is needed. If not, please reset your password immediately at https://acmecorp.com/security.

Acme Corp Account Security",legitimate,legit_hard_0
"Subject: Catching up - coffee next week?

Hi Michael,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Thursday around 10 AM work for you?

Talk soon,
David",legitimate,legit_easy_2
"Subject: Meeting reminder: Project sync at 3 PM tomorrow

Hi team,

Just a reminder that we have our project sync scheduled for 2 PM on Thursday in Conference Room A. Please review the attached agenda beforehand and come prepared with your status updates.

Thanks,
James",legitimate,legit_easy_0
"Subject: Verify your new sign-in

Hi James,

We noticed a sign-in to your Instagram account from a new device just now. If this was you, no action is needed. If not, please reset your password immediately at https://instagram.com/security.

Instagram Account Security",legitimate,legit_hard_0
"Subject: Shared document: Q3 Budget.xlsx

Meera shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://192.168.44.201/verify

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Payment Failed - Update your HDFC Bank billing information now

Dear user,

We were unable to process your recent payment. Your HDFC Bank account is now on hold. Please update your billing details immediately at http://hdfcbank.com.verify-secure-login.ru to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Invoice attached - please review

Hi Anjali,

Please review the attached invoice and process payment by Wednesday. Let me know if you have any questions about the amount. You can also view it directly here: http://hdfcbanksecurity-check.xyz

Regards,
Accounts Team",phishing,phish_hard_2
"Subject: Reminder: Submit your timesheet by Friday

Dear Arjun,

This is a friendly reminder to submit your timesheet for this week by end of day Friday. You can log in to the HR portal at https://acmecorp.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Your package could not be delivered - Apple ID action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://login-appleid-support.info

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Your package could not be delivered - ICICI Bank action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://secure-icicibank-verify.com

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Urgent: Your FedEx account has been suspended

Dear Customer,

We detected unusual activity on your FedEx account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://account-fedex.top

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
FedEx Security Team",phishing,phish_easy_0
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Wednesday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 11:30 AM.

Thanks,
Rahul",legitimate,legit_easy_8
"Subject: Urgent: Your Google account has been suspended

Dear Customer,

We detected unusual activity on your Google account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://goo.gl/aB3xYz

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Google Security Team",phishing,phish_easy_0
"Subject: Receipt for your recent order

Hello,

Thanks for your order! Your receipt is attached below. Your order #971699 will be shipped within 3-5 business days. You can track your shipment at https://fedex.com/orders/971699 at any time.

Best,
Customer Service",legitimate,legit_easy_1
"Subject: Your monthly statement is ready

Hello,

Your March account statement is now available at https://instagram.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Following up on our call

Hi Sarah,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://tinyurl.com/verify-now-2024

Thanks,
Arjun",phishing,phish_hard_4
"Subject: Your monthly statement is ready

Hello,

Your February account statement is now available at https://dropbox.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Congratulations! You have won a Chase Bank gift card

Congratulations!!! You have been selected to receive a $500 Chase Bank gift card. Claim your prize now before it expires: http://secure-chasebank-verify.com

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Final Notice: Amazon account limited due to suspicious activity

ATTENTION: Your Amazon account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://amazonsecurity-check.xyz - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Quick favor

Hi James,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
Sarah",phishing,phish_hard_0
"Subject: Your weekly newsletter from FedEx

Hello,

Thank you for subscribing to our newsletter. This October we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://fedex.com/preferences at any time.

Best,
The FedEx Team",legitimate,legit_easy_9
"Subject: Your package could not be delivered - Facebook action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://192.168.44.201/verify

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Photos from the weekend trip

Hi Meera,

Attached are the photos from our trip last weekend. It was so much fun, we should plan another one soon! Let me know which ones you'd like printed.

Best,
Anjali",legitimate,legit_easy_7
"Subject: Welcome to the team!

Hi Michael,

Welcome aboard! We're excited to have you join the team starting Monday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Meera",legitimate,legit_easy_5
"Subject: Congratulations! You have won a DHL gift card

Congratulations!!! You have been selected to receive a $500 DHL gift card. Claim your prize now before it expires: http://account-dhl.top

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Security Alert: Unusual sign-in activity on your Bank of America account

Hello,

This is an automated security alert from Bank of America. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://bit.ly/3xK9zQw

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Following up on our call

Hi Divya,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://secure-dropbox-verify.com

Thanks,
Emma",phishing,phish_hard_4
"Subject: Your monthly statement is ready

Hello,

Your July account statement is now available at https://dropbox.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Password expiring soon

Hello Divya,

Your company password will expire in 3 days. Please update it at https://intranet.bankofamerica.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Quick favor

Hi Arjun,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
Rahul",phishing,phish_hard_0
"Subject: Invoice attached - please review

Hi Divya,

Please review the attached invoice and process payment by Wednesday. Let me know if you have any questions about the amount. You can also view it directly here: http://secure-icicibank-verify.com

Regards,
Accounts Team",phishing,phish_hard_2
"Subject: Password expiring soon

Hello Michael,

Your company password will expire in 3 days. Please update it at https://intranet.google.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Final Notice: FedEx account limited due to suspicious activity

ATTENTION: Your FedEx account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://account-fedex.top - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Photos from the weekend trip

Hi David,

Attached are the photos from our trip last weekend. It was so much fun, we should plan another one soon! Let me know which ones you'd like printed.

Best,
Anjali",legitimate,legit_easy_7
"Subject: Congratulations! You have won a ICICI Bank gift card

Congratulations!!! You have been selected to receive a $500 ICICI Bank gift card. Claim your prize now before it expires: http://bit.ly/3xK9zQw

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Password expiring soon

Hello Emma,

Your company password will expire in 3 days. Please update it at https://intranet.dropbox.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Vendor payment details updated

Hi Rahul,

Our bank recently updated its details for incoming payments. Could you update the vendor record with the new account information I've attached and process this week's invoice against it? Let me know once it's done.

Regards,
Sarah",phishing,phish_hard_1
"Subject: Shared document: Q3 Budget.xlsx

David shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://192.168.44.201/verify

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Catching up - coffee next week?

Hi Meera,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Wednesday around 4:30 PM work for you?

Talk soon,
James",legitimate,legit_easy_2
"Subject: Final Notice: PayPal account limited due to suspicious activity

ATTENTION: Your PayPal account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://goo.gl/aB3xYz - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Your payment could not be processed

Hi David,

We were unable to process your last payment. To avoid any interruption to your account, please update your payment method at https://acmecorp.com/billing at your earliest convenience.

Acme Corp Billing Team",legitimate,legit_hard_4
"Subject: Your weekly newsletter from FedEx

Hello,

Thank you for subscribing to our newsletter. This June we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://fedex.com/preferences at any time.

Best,
The FedEx Team",legitimate,legit_easy_9
"Subject: Re: Outstanding balance

Hi Emma,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://microsoft365-account-update.net

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Your package could not be delivered - Google action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://goo.gl/aB3xYz

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Congratulations! You have won a Apple ID gift card

Congratulations!!! You have been selected to receive a $500 Apple ID gift card. Claim your prize now before it expires: http://tinyurl.com/verify-now-2024

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Security Alert: Unusual sign-in activity on your DHL account

Hello,

This is an automated security alert from DHL. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://tinyurl.com/verify-now-2024

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Flash Sale - 24 hours only!

Hi Arjun,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://microsoft365.com/sale before it's gone. Don't miss out!

Microsoft 365 Marketing Team",legitimate,legit_hard_2
"Subject: Shared document: Q3 Budget.xlsx

James shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://fedex-account-update.net

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Your package could not be delivered - HDFC Bank action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://goo.gl/aB3xYz

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Final Notice: Google account limited due to suspicious activity

ATTENTION: Your Google account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://45.33.102.19/login - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Flash Sale - 24 hours only!

Hi James,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://microsoft365.com/sale before it's gone. Don't miss out!

Microsoft 365 Marketing Team",legitimate,legit_hard_2
"Subject: Congratulations! You have won a Google gift card

Congratulations!!! You have been selected to receive a $500 Google gift card. Claim your prize now before it expires: http://bit.ly/3xK9zQw

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Invoice attached - please review

Hi Divya,

Please review the attached invoice and process payment by Wednesday. Let me know if you have any questions about the amount. You can also view it directly here: http://bit.ly/3xK9zQw

Regards,
Accounts Team",phishing,phish_hard_2
"Subject: Flash Sale - 24 hours only!

Hi Rahul,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://crescentweekly.com/sale before it's gone. Don't miss out!

Crescent Weekly Marketing Team",legitimate,legit_hard_2
"Subject: Final Notice: PayPal account limited due to suspicious activity

ATTENTION: Your PayPal account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://192.168.44.201/verify - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Tuesday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 3 PM.

Thanks,
Rahul",legitimate,legit_easy_8
"Subject: Reminder: your subscription renews tomorrow

Hi Michael,

This is a friendly reminder that your Netflix subscription renews tomorrow. Review or update your billing details at https://netflix.com/billing before it renews. No action is needed if everything looks correct.

Thanks,
Netflix Billing",legitimate,legit_hard_1
"Subject: Catching up - coffee next week?

Hi Karthik,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Wednesday around 2 PM work for you?

Talk soon,
Rahul",legitimate,legit_easy_2
"Subject: Receipt for your recent order

Hello,

Thanks for your order! Your receipt is attached below. Your order #814263 will be shipped within 3-5 business days. You can track your shipment at https://acmecorp.com/orders/814263 at any time.

Best,
Customer Service",legitimate,legit_easy_1
"Subject: Congratulations! You have won a Microsoft 365 gift card

Congratulations!!! You have been selected to receive a $500 Microsoft 365 gift card. Claim your prize now before it expires: http://goo.gl/aB3xYz

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Shared document: Q3 Budget.xlsx

David shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://icicibank.com.verify-secure-login.ru

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Congratulations! You have won a Amazon gift card

Congratulations!!! You have been selected to receive a $500 Amazon gift card. Claim your prize now before it expires: http://tinyurl.com/verify-now-2024

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Flash Sale - 24 hours only!

Hi Karthik,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://crescentweekly.com/sale before it's gone. Don't miss out!

Crescent Weekly Marketing Team",legitimate,legit_hard_2
"Subject: Final Notice: Instagram account limited due to suspicious activity

ATTENTION: Your Instagram account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://instagram-account-update.net - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Flash Sale - 24 hours only!

Hi James,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://dropbox.com/sale before it's gone. Don't miss out!

Dropbox Marketing Team",legitimate,legit_hard_2
"Subject: Congratulations! You have won a HDFC Bank gift card

Congratulations!!! You have been selected to receive a $500 HDFC Bank gift card. Claim your prize now before it expires: http://secure-hdfcbank-verify.com

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Catching up - coffee next week?

Hi James,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Friday around 11:30 AM work for you?

Talk soon,
Anjali",legitimate,legit_easy_2
"Subject: Password expiring soon

Hello Arjun,

Your company password will expire in 3 days. Please update it at https://intranet.acmecorp.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Catching up - coffee next week?

Hi James,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Thursday around 2 PM work for you?

Talk soon,
Emma",legitimate,legit_easy_2
"Subject: Flash Sale - 24 hours only!

Hi David,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://dhl.com/sale before it's gone. Don't miss out!

DHL Marketing Team",legitimate,legit_hard_2
